claim_id,claimant_name,claim_amount,claim_date,claim_status,policy_number,incident_date,claim_description,claim_type,adjuster_name,settlement_amount,settlement_date,coverage_type,deductible_amount,payment_method,Vehicle_ID,customer_id,LocationID
 CLM-9073  ,Alvina Abbado,Yuan Renminbi,11/21/2020,pending,12384,4/10/2020,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",health,Ofelia Boynton,Rand,3/12/2020,comprehensive,Euro,check, VEH-7892  , CUS-2169  , LOC-1407  
 CLM-0230  ,Angelico Keith,Rial,6/1/2020,pending,60782,12/28/2019,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",health,Mercy Zanutti,Euro,6/21/2021,liability,Rupiah,check, VEH-1398  , CUS-0491  , LOC-2195  
 CLM-7830  ,Julian Teague,Peso,9/27/2021,denied,20205,9/10/2020,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",auto,Zed Janecek,Rupiah,1/3/2020,liability,Peso,check, VEH-7169  , CUS-0015  , LOC-8318  
 CLM-3388  ,Artur Innot,Rand,3/1/2020,pending,59204,11/21/2021,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",home,Sheri Petrol,Peso,7/17/2021,collision,Zloty,check, VEH-9274  , CUS-4418  , LOC-7093  
 CLM-5598  ,Roth Patty,Dollar,6/15/2020,approved,84216,4/12/2021,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Belicia Grimster,Dollar,9/8/2020,comprehensive,Krona,direct deposit, VEH-6437  , CUS-4972  , LOC-3619  
 CLM-6351  ,Diandra Faust,Ruble,12/8/2020,pending,29728,9/3/2020,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",auto,Catherin Castan,Rupiah,11/16/2021,comprehensive,Yuan Renminbi,check, VEH-7645  , CUS-2194  , LOC-2759  
 CLM-2806  ,Gail Demonge,Peso,7/24/2020,approved,74260,8/13/2021,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Allys Wooddisse,Dinar,11/23/2021,liability,Ruble,check, VEH-0855  , CUS-7634  , LOC-6981  
 CLM-3688  ,Pierce Suermeiers,Peso,6/30/2020,approved,73245,9/21/2021,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",auto,Humfrey Tuxell,Hryvnia,12/12/2020,comprehensive,Dollar,credit card, VEH-2857  , CUS-5293  , LOC-5364  
 CLM-9517  ,Saul Haddon,Dollar,1/12/2021,pending,64087,8/8/2021,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",auto,Samaria Lindsell,Guarani,2/19/2020,collision,Litas,direct deposit, VEH-0861  , CUS-7018  , LOC-1445  
 CLM-2771  ,Kizzee Featherstone,Rupiah,8/12/2021,approved,38454,2/29/2020,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",auto,Almire Spargo,Dirham,9/26/2021,liability,Rupiah,credit card, VEH-9818  , CUS-1390  , LOC-2940  
 CLM-0713  ,Shaun Huban,Zloty,7/18/2021,approved,15584,2/14/2019,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",health,Sharron Crawshaw,Yuan Renminbi,3/24/2020,liability,Marka,direct deposit, VEH-9833  , CUS-0418  , LOC-8849  
 CLM-5651  ,Kora Lurcock,Birr,6/24/2021,approved,42253,9/5/2020,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Drucie Zamora,Euro,12/7/2020,liability,Rupiah,direct deposit, VEH-7043  , CUS-1777  , LOC-6750  
 CLM-6624  ,Nikki Danilenko,Yuan Renminbi,6/17/2021,approved,14914,1/13/2019,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",health,Althea Cay,Euro,7/30/2020,collision,Ruble,direct deposit, VEH-9188  , CUS-0089  , LOC-4433  
 CLM-9448  ,Mattias Farington,Marka,4/28/2020,denied,40619,1/12/2020,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",home,Ursala Reinmar,Ruble,8/12/2020,collision,Krona,direct deposit, VEH-1996  , CUS-9320  , LOC-0438  
 CLM-4352  ,Brynn Le Bosse,Yen,11/11/2021,approved,65393,6/5/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",auto,Janeva Scrane,Zloty,10/1/2020,comprehensive,Ruble,check, VEH-6295  , CUS-6797  , LOC-4517  
 CLM-0010  ,Quintilla Kettlesing,Euro,5/6/2020,denied,59774,4/22/2019,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",health,Ania Mundwell,Dollar,11/7/2020,comprehensive,Yuan Renminbi,direct deposit, VEH-6542  , CUS-7869  , LOC-3914  
 CLM-8417  ,Jenny Gooderham,Yuan Renminbi,9/28/2020,pending,77588,3/24/2019,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",auto,Theodosia Foxwell,Yuan Renminbi,8/25/2020,collision,Euro,credit card, VEH-2849  , CUS-0929  , LOC-3167  
 CLM-0902  ,Patsy Yerrington,Ruble,10/22/2021,approved,35029,7/24/2021,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",health,Starr Hartin,Yuan Renminbi,7/9/2020,liability,Ruble,direct deposit, VEH-5052  , CUS-7704  , LOC-3531  
 CLM-8421  ,Vivienne Attwill,Peso,9/18/2020,denied,30639,2/3/2020,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",health,Pierrette Boden,Krona,1/26/2020,comprehensive,Naira,credit card, VEH-3223  , CUS-2247  , LOC-3621  
 CLM-0235  ,Fern Kretchmer,Lek,1/13/2021,denied,99250,12/14/2019,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",home,Marijo Dowda,Euro,12/15/2021,collision,Ruble,direct deposit, VEH-0077  , CUS-9504  , LOC-0658  
 CLM-5739  ,Berti Blaszczak,Peso,12/31/2020,approved,85020,2/26/2020,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",home,Jeremie Seczyk,Manat,1/12/2021,collision,Yuan Renminbi,check, VEH-3155  , CUS-7809  , LOC-8449  
 CLM-6131  ,Adan Cotman,Lek,3/14/2021,approved,21754,9/10/2020,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",home,Doug Skoate,Yuan Renminbi,5/10/2021,liability,Ruble,direct deposit, VEH-4708  , CUS-5388  , LOC-3093  
 CLM-2074  ,Eberto Tayspell,Rupiah,3/15/2020,pending,45487,4/17/2021,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",health,Renate MacRitchie,Yuan Renminbi,3/13/2021,collision,Peso,direct deposit, VEH-7283  , CUS-7670  , LOC-7869  
 CLM-1818  ,Melosa Isgate,Pound,6/1/2021,approved,56798,11/20/2019,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",health,Eran Skipton,Yuan Renminbi,2/14/2021,collision,Euro,check, VEH-7366  , CUS-6414  , LOC-0437  
 CLM-3164  ,Wilbert Owttrim,Rupiah,2/9/2020,denied,55539,1/27/2020,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",auto,Kellie Meritt,Bolivar,2/28/2020,comprehensive,Yen,check, VEH-7058  , CUS-2507  , LOC-7312  
 CLM-5333  ,Rab Salmen,Real,7/30/2021,approved,28734,10/11/2021,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",auto,Georgeanne Ive,Ruble,6/8/2020,liability,Ruble,check, VEH-1295  , CUS-4205  , LOC-9553  
 CLM-6920  ,Peterus Byer,Yuan Renminbi,5/30/2020,approved,74007,1/3/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Roman Guinn,Sol,2/11/2020,collision,Dinar,credit card, VEH-7621  , CUS-9847  , LOC-5988  
 CLM-1610  ,Madlin Tow,Franc,4/15/2020,pending,95185,4/20/2021,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,home,Nelie Zielinski,Ruble,6/7/2021,comprehensive,Ringgit,credit card, VEH-1254  , CUS-1280  , LOC-6551  
 CLM-6635  ,Zora Narbett,Yuan Renminbi,12/28/2020,pending,25902,1/15/2021,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",auto,Stanton Crosland,Euro,5/4/2020,collision,Real,direct deposit, VEH-0312  , CUS-3845  , LOC-0045  
 CLM-0158  ,Terry Meharry,Yuan Renminbi,8/4/2020,denied,85772,7/18/2021,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",auto,Tim Freezer,Yuan Renminbi,8/14/2020,liability,Yuan Renminbi,check, VEH-1930  , CUS-8926  , LOC-0208  
 CLM-5404  ,Cristen Mosco,Dong,4/16/2020,approved,38812,3/4/2020,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",health,Udale Vicar,Lev,5/4/2020,liability,Hryvnia,direct deposit, VEH-8417  , CUS-4366  , LOC-9777  
 CLM-9252  ,Merell Lumber,Ruble,7/19/2021,pending,29368,12/12/2019,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",health,Tobe Ford,Euro,10/10/2020,liability,Euro,credit card, VEH-0264  , CUS-9305  , LOC-0859  
 CLM-9456  ,Waylon Aitken,Hryvnia,11/1/2021,pending,30499,5/10/2020,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",home,Marielle Manueau,Euro,6/6/2020,comprehensive,Peso,check, VEH-6697  , CUS-3727  , LOC-1265  
 CLM-5090  ,Lonny Tukesby,Yuan Renminbi,12/11/2020,denied,62858,4/29/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",home,Oralia Margeram,Rupiah,10/20/2021,collision,Ruble,direct deposit, VEH-6200  , CUS-6989  , LOC-4679  
 CLM-9072  ,Lanae Quinell,Yuan Renminbi,9/1/2020,pending,85522,5/22/2020,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",health,Wileen Atcock,Yen,6/18/2020,liability,Dong,check, VEH-2416  , CUS-0138  , LOC-7051  
 CLM-6956  ,Wilek Halwill,Pound,12/8/2020,approved,51490,8/13/2021,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,home,Earlie Sille,Rupiah,6/9/2021,collision,Real,credit card, VEH-6286  , CUS-7864  , LOC-8816  
 CLM-1348  ,Irving Kenwrick,Euro,2/25/2021,approved,82133,5/20/2019,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Fredrick Lafay,Peso,6/9/2020,liability,Zloty,credit card, VEH-2329  , CUS-4165  , LOC-4364  
 CLM-5639  ,Karly Hoult,Ruble,7/24/2021,denied,78035,12/19/2021,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",health,Stephanie Crawford,Rupiah,8/28/2021,collision,Euro,credit card, VEH-1108  , CUS-2812  , LOC-0573  
 CLM-5285  ,Leisha Rillstone,Koruna,12/22/2020,pending,21138,6/11/2020,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",auto,Damon Stapels,Rupiah,10/27/2021,collision,Dong,credit card, VEH-7738  , CUS-6413  , LOC-6711  
 CLM-8816  ,Perkin Morrill,Shekel,10/26/2021,denied,94131,4/8/2019,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",home,Vergil Bartusek,Peso,11/20/2021,comprehensive,Euro,check, VEH-8298  , CUS-1080  , LOC-6386  
 CLM-0961  ,Noreen Dilger,Peso,9/3/2021,pending,21166,12/11/2020,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",health,Alex Agent,Dollar,12/3/2020,collision,Boliviano,direct deposit, VEH-6891  , CUS-2359  , LOC-5552  
 CLM-9832  ,Meridith Hue,Dinar,9/7/2021,denied,54271,4/12/2019,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",home,Uta Maudson,Yuan Renminbi,3/23/2020,collision,Yen,credit card, VEH-9317  , CUS-2752  , LOC-5169  
 CLM-7568  ,Butch Soppett,Zloty,8/1/2021,denied,25961,10/11/2020,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",home,Cheslie Caizley,Dollar,12/28/2021,liability,Rupiah,credit card, VEH-3998  , CUS-1872  , LOC-0883  
 CLM-9951  ,Georgianne Dunkinson,Dollar,8/18/2020,approved,56717,8/31/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",health,Gabey Keer,Zloty,5/28/2020,comprehensive,Rial,direct deposit, VEH-4967  , CUS-4643  , LOC-7945  
 CLM-5316  ,Loy Tanswell,Cedi,11/5/2020,approved,52135,6/1/2019,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",health,Ertha Weadick,Dollar,5/2/2020,liability,Dinar,credit card, VEH-5386  , CUS-5770  , LOC-3349  
 CLM-0506  ,Basilius Backshaw,Ruble,6/1/2020,pending,34852,9/6/2019,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",home,Rhea Ainley,Yuan Renminbi,12/12/2021,comprehensive,Krona,check, VEH-6656  , CUS-4642  , LOC-7770  
 CLM-4692  ,Eward Onion,Marka,4/25/2021,pending,10050,9/12/2020,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",home,Toma Brabyn,Yen,2/6/2020,liability,Yuan Renminbi,check, VEH-1535  , CUS-9919  , LOC-0667  
 CLM-0950  ,Carlota Hardwidge,Euro,5/26/2021,approved,43850,5/31/2020,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",home,Leelah McRoberts,Rand,10/27/2020,comprehensive,Dollar,direct deposit, VEH-9329  , CUS-7809  , LOC-4135  
 CLM-5999  ,Hannah Hurren,Tugrik,7/9/2020,denied,89758,11/24/2021,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",health,Lorilyn Proudlove,Dong,11/28/2020,liability,Rupiah,check, VEH-1196  , CUS-7439  , LOC-6351  
 CLM-9198  ,Shel Shillaber,Yuan Renminbi,1/5/2020,pending,43011,9/15/2021,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",home,Sully Hinners,Dinar,11/29/2020,collision,Peso,check, VEH-6639  , CUS-7850  , LOC-7984  
 CLM-0614  ,Germain Stirman,Shilling,1/26/2020,approved,41049,11/8/2020,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",auto,Juanita Szymoni,Quetzal,12/2/2020,liability,Lek,check, VEH-7027  , CUS-4324  , LOC-9047  
 CLM-1035  ,Rita Stilldale,Franc,4/18/2020,pending,45236,3/20/2020,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,health,Eustace Castanone,Yuan Renminbi,6/17/2021,liability,Colon,direct deposit, VEH-9010  , CUS-9389  , LOC-3046  
 CLM-3923  ,Nickolaus Gaishson,Yuan Renminbi,3/2/2021,approved,50583,10/19/2019,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,auto,Flossi Ferby,Koruna,9/15/2020,comprehensive,Hryvnia,check, VEH-8178  , CUS-5768  , LOC-4563  
 CLM-1051  ,Claiborn Newe,Zloty,5/4/2020,approved,80137,10/19/2020,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",auto,Abe Bignold,Real,11/26/2021,comprehensive,Rupiah,direct deposit, VEH-9528  , CUS-4764  , LOC-5684  
 CLM-8829  ,Kizzie Don,Dollar,7/14/2021,pending,19095,3/4/2020,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",health,Thorndike Simkin,Euro,9/23/2021,collision,Yuan Renminbi,check, VEH-0532  , CUS-6363  , LOC-3369  
 CLM-7828  ,Aube Horley,Peso,5/31/2020,pending,98212,12/13/2019,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",home,Talya Haggas,Shekel,2/20/2020,comprehensive,Yuan Renminbi,direct deposit, VEH-5605  , CUS-2304  , LOC-5352  
 CLM-6576  ,Rakel Pengilley,Ruble,12/6/2020,pending,31596,5/31/2019,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",home,Ammamaria Guille,Koruna,11/26/2020,collision,Sol,direct deposit, VEH-4477  , CUS-4127  , LOC-8105  
 CLM-9387  ,Brendon Battlestone,Yen,3/9/2021,denied,59522,10/8/2019,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",health,Dulce Leveridge,Tugrik,10/27/2021,collision,Yuan Renminbi,check, VEH-9575  , CUS-9826  , LOC-5740  
 CLM-0799  ,Maurene Asher,Euro,8/5/2020,pending,25922,12/15/2020,Phasellus in felis. Donec semper sapien a libero. Nam dui.,health,Loree Manifould,Ruble,2/1/2021,liability,Peso,check, VEH-1175  , CUS-3271  , LOC-0280  
 CLM-9318  ,Jackson Somerville,Rupiah,1/23/2020,denied,19895,11/4/2021,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",home,Isis Dowty,Yuan Renminbi,12/9/2020,liability,Balboa,direct deposit, VEH-5318  , CUS-2742  , LOC-6234  
 CLM-7289  ,Nigel Smead,Yuan Renminbi,4/20/2021,denied,84338,4/30/2019,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",health,Winonah Elstone,Yuan Renminbi,12/5/2020,collision,Real,check, VEH-0711  , CUS-1480  , LOC-8709  
 CLM-0106  ,Wendi Gainsford,Ruble,8/31/2021,denied,30213,7/3/2020,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",health,Natassia Pickin,Ruble,6/13/2021,liability,Kuna,check, VEH-4983  , CUS-3290  , LOC-9539  
 CLM-8636  ,Odelia Zucker,Euro,4/22/2021,denied,96866,10/11/2020,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,auto,Lion Bedbrough,Rupiah,1/1/2021,collision,Rupiah,check, VEH-3585  , CUS-4413  , LOC-0217  
